time,wind_speed_100m,temperature_2m,demand_mw,Vestas V136 4.5 MW generation_mw,Vestas V136 4.5 MW coverage_ratio,Siemens Gamesa SG 5.0-145 generation_mw,Siemens Gamesa SG 5.0-145 coverage_ratio,Nordex N149 5.X generation_mw,Nordex N149 5.X coverage_ratio,Enercon E-138 EP3 generation_mw,Enercon E-138 EP3 coverage_ratio
2025-01-01 00:00:00,16.083333333333332,7.8,26.224212727696063,4.5,0.17159714370557386,5.0,0.19066349300619317,5.7,0.2173563820270602,4.26,0.16244529604127655
2025-01-01 01:00:00,14.166666666666666,7.7,26.774939667627017,4.5,0.16806760559915845,5.0,0.18674178399906494,5.7,0.21288563375893405,4.26,0.1591039999672033
2025-01-01 02:00:00,13.555555555555554,7.7,27.03986274425121,4.5,0.1664209631003663,5.0,0.18491218122262923,5.7,0.2107998865937973,4.26,0.15754517840168009
2025-01-01 03:00:00,14.444444444444445,7.9,26.7806969260082,4.5,0.16803147477576671,5.0,0.1867016386397408,5.7,0.2128398680493045,4.26,0.15906979612105915
2025-01-01 04:00:00,14.083333333333334,7.8,27.92120582295632,4.5,0.1611678245034883,5.0,0.17907536055943146,5.7,0.20414591103775187,4.26,0.15257220719663558
2025-01-01 05:00:00,14.527777777777777,7.7,26.87735651835211,4.5,0.16742717971268337,5.0,0.1860301996807593,5.7,0.2120744276360656,4.26,0.15849773012800691
2025-01-01 06:00:00,13.88888888888889,7.6,29.28267692163927,4.5,0.15367447491368513,5.0,0.17074941657076126,5.7,0.19465433489066783,4.26,0.14547850291828857
2025-01-01 07:00:00,13.5,7.5,29.633747996497448,4.5,0.15185389308608133,5.0,0.1687265478734237,5.7,0.192348264575703,4.26,0.14375501878815697
2025-01-01 08:00:00,13.083333333333334,7.4,30.09715629622484,4.5,0.14951578666468388,5.0,0.16612865184964876,5.7,0.18938666310859958,4.26,0.14154161137590074
2025-01-01 09:00:00,12.444444444444445,7.3,31.343218040653465,4.5,0.14357172879196103,5.0,0.15952414310217894,5.7,0.181857523136484,4.26,0.13591456992305645
2025-01-01 10:00:00,12.0,7.2,29.992691183050077,4.5,0.1500365529900534,5.0,0.16670728110005933,5.7,0.19004630045406765,4.12825690375434,0.13764209682148706
2025-01-01 11:00:00,11.444444444444445,7.2,31.603343855092422,4.5,0.1423899958382059,4.130053947663052,0.1306840809820684,4.7082615003358805,0.14897985231955801,3.4455298185530205,0.1090242170053731
2025-01-01 12:00:00,10.86111111111111,7.1,30.956327266847623,3.823226615865999,0.12350388283820886,3.3319178128428177,0.10763285269991,3.7983863066408126,0.12270145207789741,2.8144133648772804,0.09091560961404323
2025-01-01 13:00:00,10.02777777777778,6.6,31.718436539308367,2.7316955669109038,0.08612327292757758,2.3806554078910005,0.07505588760469566,2.7139471649957407,0.08556371186935305,2.053980282976978,0.06475666858394799
2025-01-01 14:00:00,10.416666666666666,6.3,31.456024400958903,3.2107354151691676,0.1020706041629117,2.798135605598739,0.08895388590534793,3.1898745903825625,0.10140742993209666,2.389037560043021,0.07594849017125616
2025-01-01 15:00:00,10.555555555555555,5.9,30.137886542057743,3.3945127671754296,0.1126327409335207,2.9582964054335283,0.09815872129272217,3.3724579021942223,0.11190094227370327,2.516995223443186,0.08351598311084926
2025-01-01 16:00:00,12.13888888888889,5.8,31.82096964229052,4.5,0.14141618092050331,5.0,0.15712908991167035,5.7,0.17912716249930422,4.26,0.13387398460474315
2025-01-01 17:00:00,11.47222222222222,5.7,30.885031721994064,4.5,0.1457016473386177,4.1709452754397915,0.13504746613128937,4.754877614001362,0.15395411138966988,3.4777308244418825,0.11260246891588253
2025-01-01 18:00:00,11.11111111111111,5.6,31.25459114806996,4.199709867787897,0.1343709744239364,3.6600205855400696,0.11710345427974296,4.17242346751568,0.13349793787890699,3.07449279189782,0.09836931724149835
2025-01-01 19:00:00,7.138888888888888,3.2,28.78626732175399,0.5579940134942328,0.01938403500729505,0.48628825330563485,0.016893063899887546,0.5543686087684238,0.019258092845871804,0.4806598107492463,0.01669753863454218
2025-01-01 20:00:00,6.222222222222221,2.5,28.7360384898816,0.2632962671695041,0.009162580543668702,0.22946103142211444,0.007985130988146162,0.26158557582121045,0.009103049326486626,0.24831490733968342,0.008641236593106559
2025-01-01 21:00:00,6.638888888888888,1.8,29.203045087291446,0.37921422603258503,0.0129854343921693,0.33048279936060626,0.011316723936587883,0.3767503912710911,0.012901065287710184,0.3413871758741097,0.011690122548989738
2025-01-01 22:00:00,6.0,1.5,29.580551908516384,0.21249171457203458,0.007183493912798064,0.18518518518518515,0.006260369507570595,0.21111111111111105,0.007136821238630478,0.20644293891059035,0.006979009030969244
2025-01-01 23:00:00,5.916666666666667,1.2,29.190548673863717,0.19527139622505113,0.006689541824196367,0.17017778666869898,0.005829893386727285,0.19400267680231684,0.006646078460869104,0.1920453216803909,0.006579024047339752
2025-01-02 00:00:00,6.027777777777778,1.1,25.951868511773927,0.21844908410057814,0.008417470364473812,0.19037699504742764,0.007335772179989922,0.2170297743540675,0.008362780285188512,0.2113973605634599,0.008145747211517831
2025-01-02 01:00:00,5.833333333333333,0.9,26.19992624988878,0.17900750920651673,0.006832366911997572,0.15600391200528368,0.005954364547340889,0.17784445968602342,0.006787975583968615,0.1783331725823045,0.006806628800455556
2025-01-02 02:00:00,5.416666666666667,0.7,27.352296628930404,0.11107811271213466,0.004061015943891448,0.09680387263120462,0.0035391497081387886,0.11035641479957327,0.00403463066727822,0.11946929335103607,0.004367797518862599
2025-01-02 03:00:00,8.11111111111111,-0.1,27.66335789353141,1.0508100152204216,0.03798562774861598,0.9157742816229835,0.033104234314125736,1.043982681050201,0.037738827118103335,0.8506335465033374,0.030749468295829814
2025-01-02 04:00:00,6.916666666666666,0.1,26.797256690141,0.4728550943504017,0.017645653053895257,0.4120902237971852,0.015378075023209283,0.46978285512879114,0.017531005526458584,0.41483918335212105,0.015480658641626732
2025-01-02 05:00:00,7.305555555555555,0.1,27.22112151614749,0.6281535649433642,0.023075961972057076,0.5474318586164785,0.020110554897297066,0.6240723188227855,0.022926032582918657,0.5343510991570208,0.019630017772781526
2025-01-02 06:00:00,6.944444444444445,-0.2,29.61079137606367,0.48298736253487456,0.016311193996838082,0.4209204314307703,0.014215102395778171,0.47984929183107816,0.016205216731187116,0.42271566834324054,0.01427573018818231
2025-01-02 07:00:00,6.277777777777778,-0.6,29.60893716880472,0.2771511954928739,0.009360389868531787,0.2415355138199725,0.008157520563569862,0.27535048575476867,0.009299573442469643,0.25960025982129253,0.00876763182485325
2025-01-02 08:00:00,6.888888888888889,-0.4,30.12082180715704,0.46286553179271384,0.015366962254752687,0.4033843832146937,0.01339221040505758,0.4598581968647508,0.015267119861765639,0.4070611531333651,0.0135142777889494
2025-01-02 09:00:00,6.833333333333334,-0.3,30.286131375654826,0.44331047517111566,0.01463740844522209,0.3863422750596963,0.012756408874665759,0.44043019356805385,0.014542306117118967,0.3917979801633232,0.012936547600076308
2025-01-02 10:00:00,7.333333333333333,-0.3,30.44334094287285,0.6403899820504253,0.021035469899710474,0.55809581872682,0.018332278962880283,0.6362292333485748,0.020898798017683524,0.543670968263728,0.017858452831570965
2025-01-02 11:00:00,7.944444444444445,0.1,30.63967925581257,0.9513290119019757,0.031048922019035224,0.8290772164737008,0.027058939147230752,0.945148026780019,0.030847190627843062,0.7770636822642796,0.025361351722272513
2025-01-02 12:00:00,8.25,0.7,30.130367753041472,1.1388227827844983,0.03779651121813942,0.9924768518518521,0.032939420454025745,1.1314236111111113,0.03755093931758935,0.9153758154975045,0.03038050590687208
2025-01-02 13:00:00,8.38888888888889,1.7,30.84273607043551,1.2316177069908207,0.03993218060090963,1.073347041346076,0.0348006428124559,1.2236156271345267,0.039672732806199734,0.9833225086865098,0.03188181834584641
2025-01-02 14:00:00,8.944444444444445,2.4,31.502548229383727,1.6531492118482256,0.05247668219760918,1.4407090815349213,0.04573309660680441,1.6424083529498104,0.052135730131757034,1.2887015544029117,0.0409078511687155
2025-01-02 15:00:00,9.388888888888888,2.5,29.86870620804569,2.0523633109773853,0.06871282929638724,1.7886216437948885,0.05988279610561405,2.0390286739261727,0.0682663875604,1.5741403094516833,0.05270199179325884
